                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  3.205,                 5.4999,                 3.0881,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                 0.0865,                 0.0015,                 0.0015
                      2,                 3.4999,                  3.146,                 3.5097,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.071793,              0.0027931,              0.0027931
                      3,                 3.4156,                 2.9172,                  2.923,                0.00042,                0.00118,                0.00021,                  2e-05,                      0,                 72.719,                      0,               0.056769,              0.0037694,              0.0037694
                      4,                 3.4865,                 2.9409,                 2.7026,                0.01086,                0.22235,                0.00881,                0.00264,                 3.9316,                 2.9608,                  340.7,               0.041429,              0.0044289,              0.0044289
                      5,                 3.4387,                  3.453,                 2.7518,                0.03826,                0.05059,                0.01953,                0.00389,                 3.8948,                 3.8769,                 124.88,               0.025772,              0.0047716,              0.0047716
                      6,                 3.4891,                 2.9436,                 2.6663,                0.00155,                0.03176,                 0.0008,                0.00017,                 5.0767,                 3.3566,                 33.024,              0.0097975,              0.0047975,              0.0047975
                      7,                 3.4916,                 3.0515,                  2.615,                0.00511,                0.10471,                0.00283,                0.00065,                 4.4851,                 3.1544,                 15.864,                0.00406,                0.00406,                0.00406
                      8,                 3.4874,                 2.8718,                 2.6027,                0.00667,                0.00118,                0.00353,                0.00106,                 4.0762,                  4.757,                  11.95,                0.00307,                0.00307,                0.00307
                      9,                 3.3958,                 2.8545,                 2.5403,                0.01906,                0.27529,                0.02289,                0.00554,                 3.9166,                 3.1734,                 4.4473,                0.00208,                0.00208,                0.00208
                     10,                 3.4784,                 2.8266,                 2.5297,                0.01771,                0.33765,                 0.0248,                0.00616,                 3.5804,                 3.6833,                 7.2092,                0.00109,                0.00109,                0.00109
