                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.2868,                 2.5967,                 1.7972,                0.09133,                0.21412,                0.05494,                0.01441,                  2.685,                 2.8146,                 3.8801,                  0.073,                  0.003,                  0.003
                      2,                 2.5108,                 2.5267,                 2.0279,                0.13673,                0.23647,                0.07994,                0.02161,                 2.9286,                    inf,                 5.0073,               0.044496,              0.0054961,              0.0054961
                      3,                 2.5804,                 2.5426,                 2.0653,                0.11619,                0.17059,                0.05121,                0.01387,                 2.9925,                 37.418,                 4.5086,               0.015378,              0.0073784,              0.0073784
                      4,                 2.6703,                  2.628,                 2.0885,                0.04397,                0.13294,                0.02556,                0.00786,                 2.9214,                 20.166,                  2.683,                0.00703,                0.00703,                0.00703
                      5,                 2.4407,                 2.3674,                 1.8913,                0.31947,                0.34118,                0.26593,                0.08924,                 2.3511,                 5.6197,                 2.1441,                0.00604,                0.00604,                0.00604
                      6,                 2.4042,                 2.2163,                 1.8035,                0.16617,                0.13364,                0.09549,                0.03365,                 2.6349,                 2.5127,                 2.3236,                0.00505,                0.00505,                0.00505
                      7,                 2.1038,                 1.8307,                 1.6444,                0.47866,                0.48353,                0.45818,                0.17477,                 2.0801,                 1.8467,                 1.7075,                0.00406,                0.00406,                0.00406
                      8,                 1.9094,                 1.7027,                 1.5459,                0.59563,                0.52471,                0.55217,                0.25151,                 1.7669,                 1.5531,                 1.4838,                0.00307,                0.00307,                0.00307
                      9,                 1.8046,                 1.5728,                 1.4723,                0.61771,                 0.5703,                0.61395,                0.29351,                  1.723,                 1.4793,                 1.4327,                0.00208,                0.00208,                0.00208
                     10,                 1.6952,                 1.4588,                 1.4062,                0.70686,                0.55885,                0.67768,                  0.361,                 1.5477,                 1.3204,                 1.3494,                0.00109,                0.00109,                0.00109
