                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.9977,                  2.894,                 1.6127,                0.04023,                0.82353,                0.31981,                0.11277,                 2.0803,                 2.5283,                 1.3634,                 0.0003,                 0.0003,                 0.0003
                      2,                 1.6104,                 1.5799,                 1.2809,                0.66975,                0.43423,                0.56207,                0.26254,                 1.6488,                 2.0382,                 1.2878,             0.00055862,             0.00055862,             0.00055862
                      3,                 1.5005,                 1.4358,                 1.2735,                0.80538,                0.54353,                0.69598,                0.37551,                 1.4466,                 1.9344,                 1.2292,             0.00075388,             0.00075388,             0.00075388
                      4,                 1.4907,                 1.3378,                 1.2523,                0.76231,                0.61647,                0.72222,                0.39738,                 1.4077,                 1.7589,                 1.2083,             0.00088578,             0.00088578,             0.00088578
                      5,                 1.4701,                 1.2547,                 1.2677,                0.77019,                0.63765,                0.74853,                0.42722,                 1.3976,                 1.6072,                 1.2028,             0.00095432,             0.00095432,             0.00095432
                      6,                 1.4528,                 1.2531,                  1.226,                0.77751,                0.68657,                0.77766,                0.45358,                 1.3316,                 1.3326,                 1.1778,              0.0009595,              0.0009595,              0.0009595
                      7,                 1.3789,                 1.1689,                 1.2015,                0.80969,                0.73294,                0.81446,                0.47334,                  1.364,                 1.1641,                 1.1992,               0.000812,               0.000812,               0.000812
                      8,                 1.3919,                 1.1376,                 1.1879,                0.79885,                0.74118,                0.82444,                0.50847,                 1.2909,                 1.1149,                 1.1682,               0.000614,               0.000614,               0.000614
                      9,                 1.3203,                 1.1283,                 1.1882,                0.78767,                0.73757,                0.81926,                0.50602,                 1.2685,                 1.0876,                 1.1588,               0.000416,               0.000416,               0.000416
                     10,                 1.3125,                 1.0876,                 1.1637,                0.81048,                0.74964,                0.84824,                0.52941,                 1.2391,                  1.016,                 1.1378,               0.000218,               0.000218,               0.000218
