                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.3394,                 4.0996,                 3.2209,                0.00017,                0.00353,                  9e-05,                  3e-05,                    nan,                    nan,                    nan,                  0.073,                  0.003,                  0.003
                      2,                 3.4415,                  3.449,                 2.6962,                0.00431,                0.00118,                0.00216,                0.00043,                 5.3723,                 6.6132,                 94.796,               0.044496,              0.0054961,              0.0054961
                      3,                 3.3845,                   4.19,                 2.7266,                0.00227,                0.03176,                0.00113,                0.00027,                 5.3921,                  69.47,                  55.85,               0.015378,              0.0073784,              0.0073784
                      4,                 3.4091,                 3.9979,                 2.6382,                0.00534,                0.05412,                0.00244,                0.00051,                 5.3979,                 693.07,                 28.783,                0.00703,                0.00703,                0.00703
                      5,                 3.3886,                 2.9591,                 2.5527,                0.00534,                0.05412,                0.00244,                0.00051,                 5.9995,                 5.5776,                 20.193,                0.00604,                0.00604,                0.00604
                      6,                 3.4072,                 3.0787,                 2.4972,                0.01337,                0.23412,                0.00825,                0.00229,                 3.9878,                 6.2971,                 5.7591,                0.00505,                0.00505,                0.00505
                      7,                 3.3827,                 2.9192,                 2.4945,                0.01147,                0.21882,                0.01015,                0.00268,                 3.6573,                 4.0747,                 3.6922,                0.00406,                0.00406,                0.00406
                      8,                   3.38,                 2.7924,                 2.4674,                0.01923,                0.18118,                0.01152,                0.00304,                 3.4674,                 4.5141,                  3.271,                0.00307,                0.00307,                0.00307
                      9,                 3.3894,                 2.7206,                 2.4465,                0.12808,                0.09059,                0.04584,                0.01196,                 3.4738,                 2.9834,                 3.4438,                0.00208,                0.00208,                0.00208
                     10,                 3.3362,                  2.628,                 2.4246,                0.08085,                0.14706,                0.04065,                0.01126,                 3.4186,                 2.6316,                 3.0221,                0.00109,                0.00109,                0.00109
