                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.9455,                 3.2516,                 1.6544,                0.04207,                0.86118,                0.08812,                0.03995,                  1.582,                 2.7925,                 1.2351,                  0.073,                  0.003,                  0.003
                      2,                 1.6069,                 1.8596,                 1.3897,                0.78633,                0.35503,                 0.5994,                0.28595,                 1.5647,                 2.0803,                 1.2751,               0.044496,              0.0054961,              0.0054961
                      3,                 1.4871,                 1.5404,                  1.279,                0.72737,                0.56185,                0.65795,                0.33693,                 1.4629,                 1.8067,                 1.2942,               0.015378,              0.0073784,              0.0073784
                      4,                 1.5098,                 1.4705,                 1.2534,                0.75113,                0.64941,                0.72523,                0.41139,                 1.3968,                 1.3481,                 1.2344,                0.00703,                0.00703,                0.00703
                      5,                 1.4473,                 1.3818,                 1.2283,                0.77023,                0.68621,                0.77711,                 0.4491,                 1.3237,                 1.1902,                 1.1677,                0.00604,                0.00604,                0.00604
                      6,                 1.4023,                 1.3334,                 1.1983,                0.79019,                0.70895,                0.80371,                0.47637,                 1.2779,                 1.1644,                  1.153,                0.00505,                0.00505,                0.00505
                      7,                 1.3568,                 1.2703,                 1.1757,                0.74353,                0.71059,                0.78928,                0.44908,                 1.3155,                 1.1624,                 1.1745,                0.00406,                0.00406,                0.00406
                      8,                 1.3631,                 1.2482,                   1.18,                0.78659,                0.71549,                0.81362,                0.47776,                 1.2497,                 1.1287,                 1.1458,                0.00307,                0.00307,                0.00307
                      9,                 1.3163,                 1.2119,                 1.1576,                0.79041,                0.72706,                0.81999,                0.49006,                 1.2302,                 1.0772,                 1.1309,                0.00208,                0.00208,                0.00208
                     10,                 1.2851,                 1.1696,                  1.145,                 0.7867,                0.72899,                0.81885,                0.49729,                 1.2183,                 1.0675,                 1.1248,                0.00109,                0.00109,                0.00109
