                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.1404,                 3.2864,                 1.8014,                 0.0331,                0.67765,                0.18984,                0.06087,                 1.8459,                 2.8704,                 1.5593,                 0.0937,                 0.0007,                 0.0007
                      2,                 1.9831,                 2.0508,                 1.5969,                0.03678,                0.75294,                0.38243,                0.17212,                 1.7275,                 2.8064,                  1.541,               0.086351,              0.0013515,              0.0013515
                      3,                 1.9173,                 1.8792,                 1.5656,                0.52633,                0.40588,                0.40577,                0.13783,                 2.0319,                 2.1703,                 2.2656,               0.078845,              0.0018446,              0.0018446
                      4,                 1.8348,                 1.8154,                 1.5226,                0.24498,                0.35294,                0.16932,                0.07052,                 1.9336,                 2.1338,                 2.0765,               0.071179,              0.0021793,              0.0021793
                      5,                  1.848,                  1.634,                 1.5334,                0.41001,                0.33294,                0.29856,                0.13961,                 1.7546,                 2.0832,                 1.8417,               0.063356,              0.0023556,              0.0023556
                      6,                 1.7482,                 1.5465,                 1.4422,                 0.0454,                0.40706,                0.03265,                0.01266,                 2.0281,                 10.098,                 2.1299,               0.055374,              0.0023735,              0.0023735
                      7,                  1.747,                 1.4105,                 1.4344,                0.56249,                0.52588,                0.53266,                0.22847,                 1.8529,                 1.7229,                 1.6125,               0.047233,               0.002233,               0.002233
                      8,                 1.6023,                 1.2868,                 1.3373,                0.65608,                0.55647,                0.60768,                0.30091,                 1.6274,                 1.4956,                 1.4853,               0.038934,              0.0019341,              0.0019341
                      9,                 1.5072,                 1.2186,                 1.3275,                0.58367,                0.58353,                0.60818,                0.30995,                 1.5987,                 1.4805,                 1.4071,               0.030477,              0.0014768,              0.0014768
                     10,                 1.4394,                 1.1749,                  1.281,                0.77229,                0.67294,                0.75676,                0.44664,                 1.3396,                 1.2001,                 1.2479,               0.021861,              0.0008611,              0.0008611
