                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.9828,                 2.5027,                 1.6191,                0.27197,                0.35294,                0.20544,                0.07093,                 2.6061,                 2.9362,                 3.0313,                 0.0865,                 0.0015,                 0.0015
                      2,                 1.8389,                 1.7023,                 1.4876,                0.55914,                0.18353,                0.28883,                0.10131,                 2.1599,                 14.604,                 2.1923,               0.071793,              0.0027931,              0.0027931
                      3,                 1.7278,                 1.5039,                 1.4586,                0.20181,                   0.18,                0.10942,                 0.0357,                 2.5682,                 3.9006,                 3.0825,               0.056769,              0.0037694,              0.0037694
                      4,                 1.7324,                 1.4292,                 1.4542,                0.06898,                0.16824,                0.04439,                0.01454,                 3.0248,                 12.189,                 3.3557,               0.041429,              0.0044289,              0.0044289
                      5,                  1.689,                 1.3701,                 1.4563,                 0.3489,                0.28118,                0.23048,                0.08721,                 2.1883,                 2.8687,                 2.2508,               0.025772,              0.0047716,              0.0047716
                      6,                  1.665,                 1.3492,                 1.4251,                0.59978,                    0.6,                0.60447,                0.30041,                 1.6607,                 2.0181,                 1.5908,              0.0097975,              0.0047975,              0.0047975
                      7,                 1.5884,                 1.2612,                 1.3766,                0.62736,                0.64824,                0.66514,                0.33576,                 1.6439,                 1.7505,                  1.584,                0.00406,                0.00406,                0.00406
                      8,                 1.5588,                 1.2157,                 1.3416,                0.77394,                0.60818,                0.70438,                 0.3781,                 1.5237,                 1.3876,                 1.3876,                0.00307,                0.00307,                0.00307
                      9,                 1.4571,                 1.1829,                 1.3096,                0.77996,                0.69882,                0.77246,                0.43451,                 1.4422,                 1.1706,                 1.3143,                0.00208,                0.00208,                0.00208
                     10,                 1.4683,                  1.152,                 1.2946,                0.74975,                0.73647,                0.79434,                0.45392,                 1.3995,                  1.097,                 1.2805,                0.00109,                0.00109,                0.00109
