                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.1524,                 3.5029,                 1.8549,                0.03805,                0.77882,                0.13251,                0.05309,                 1.5678,                 3.0776,                 1.2377,                0.00014,                0.00014,                0.00014
                      2,                 1.7725,                 2.2773,                 1.3714,                0.04287,                0.87765,                0.45494,                0.20759,                 1.5896,                 2.5751,                 1.1978,              0.0002703,              0.0002703,              0.0002703
                      3,                 1.5563,                  1.529,                  1.279,                0.76831,                0.39793,                0.60315,                0.30203,                 1.5009,                 2.2774,                 1.1846,             0.00036892,             0.00036892,             0.00036892
                      4,                 1.4971,                  1.389,                 1.2453,                0.84628,                0.34235,                0.59502,                0.31492,                 1.5415,                 2.3017,                 1.2114,             0.00043586,             0.00043586,             0.00043586
                      5,                 1.4382,                 1.3117,                  1.218,                0.93916,                0.34503,                0.70079,                 0.3843,                 1.4177,                 2.1725,                 1.1846,             0.00047112,             0.00047112,             0.00047112
                      6,                 1.4466,                 1.2621,                   1.21,                0.88504,                 0.3804,                 0.6199,                 0.3406,                 1.3927,                 2.2163,                 1.2306,              0.0004747,              0.0004747,              0.0004747
                      7,                 1.3997,                 1.1923,                 1.2001,                0.88934,                0.58623,                0.76249,                0.43711,                 1.3565,                  1.905,                 1.1626,              0.0004466,              0.0004466,              0.0004466
                      8,                 1.3701,                 1.1725,                 1.1774,                0.87663,                0.58519,                0.74443,                0.43208,                 1.3326,                 1.8539,                 1.1672,             0.00038682,             0.00038682,             0.00038682
                      9,                 1.3153,                 1.1357,                 1.1749,                0.80836,                0.61534,                0.72078,                0.42388,                 1.3377,                 1.7241,                 1.1853,             0.00029536,             0.00029536,             0.00029536
                     10,                 1.3194,                 1.1119,                 1.1668,                0.78299,                0.63882,                0.73603,                0.43345,                 1.3237,                 1.6415,                 1.1686,             0.00017222,             0.00017222,             0.00017222
